704006009080010000003020450000000002056000780100000000025030100000040060900500307 # 27 # 10 # 2022 # 001 # 2022-10-27 # 81 # 2022-10-27-SC--001 # SC #  # Cracking The Cryptic # Easy # 220 # 0:15:11 #  # FH NS
602004507000000043030900001000060010703000204040080000300001070910000000408600109 # 26 # 09 # 2019 # 04898 # 2019-09-26 # 81 # 2019-09-26-TG-TGH-04898 # TG # TGH # Telegraph # Medium # 872 #  #  # 
040000093002000000900100805805690002000304000400057309601008007000000500750000030 # 02 # 10 # 2020 # 05270 # 2020-10-02 # 81 # 2020-10-02-TG-DIAB-05270 # TG # DIAB # Telegraph # Unfair # 872 #  #  # 
000070090005200800800003006001986270000000000052417300500300007007001600040060000 # 21 # 04 # 2021 # 05471 # 2021-04-21 # 81 # 2021-04-21-TG-TGH-05471 # TG # TGH # Telegraph # Hard # 872 #  #  # 
702010900000007000060030010001400020004090100080001670010070080000900000007040003 # 25 # 03 # 2011 # 01936 # 2011-03-25 # 81 # 2011-03-25-TG-DIAB-01936 # TG # DIAB # Telegraph # Hard # 874 #  #  # 
006190500805070020000000000900020005002508700100000004000000000060017008003062900 # 01 # 04 # 2011 # 01942 # 2011-04-01 # 81 # 2011-04-01-TG-DIAB-01942 # TG # DIAB # Telegraph # Hard # 874 #  #  # 
070005001000080070002060900007038502020000010409500000005070200040000000200100060 # 06 # 04 # 2018 # 04360 # 2018-04-06 # 81 # 2018-04-06-TG-DIAB-04360 # TG # DIAB # Telegraph # Hard # 874 #  #  # 
000000040000307006002090510050409800003608200009103060027030600500002000030000000 # 16 # 05 # 2013 # 02607 # 2013-05-16 # 81 # 2013-05-16-TG-TGH-02607 # TG # TGH # Telegraph # Hard # 876 #  #  # 
043000000800001000007850000004930800750000062006025900000098700000400003000000485 # 17 # 06 # 2016 # 03702 # 2016-06-17 # 81 # 2016-06-17-TG-DIAB-03702 # TG # DIAB # Telegraph # Hard # 876 #  #  # 
001405000007008000209000530010802050008000200060903010076000108000200000000607300 # 12 # 07 # 2018 # 04457 # 2018-07-12 # 81 # 2018-07-12-TG-TGH-04457 # TG # TGH # Telegraph # Hard # 876 #  #  # 
261000097030000050000082000000906004400000003600304500000810000090000040350000918 # 28 # 03 # 2019 # 04716 # 2019-03-28 # 81 # 2019-03-28-TG-TGH-04716 # TG # TGH # Telegraph # Hard # 876 #  #  # 
600803000801500047050000030007090000900000002000050300040000020260107804000204003 # 28 # 02 # 2020 # 05053 # 2020-02-28 # 81 # 2020-02-28-TG-DIAB-05053 # TG # DIAB # Telegraph # Hard # 876 #  #  # 
000268050870030002000000009003100600060070030005003700300000000200090071010726000 # 01 # 10 # 2020 # 05269 # 2020-10-01 # 81 # 2020-10-01-TG-TGH-05269 # TG # TGH # Telegraph # Hard # 876 #  #  # 
200009000050408000000060040912050000006000000000010628040070010003205080000000003 # 17 # 07 # 2015 # 03366 # 2015-07-17 # 81 # 2015-07-17-TG-DIAB-03366 # TG # DIAB # Telegraph # Hard # 878 #  #  # 
000800007006090100000014030007500018000008900250000000060930000002060800400007000 # 07 # 05 # 2016 # 03661 # 2016-05-07 # 81 # 2016-05-07-TG-TGH-03661 # TG # TGH # Telegraph # Medium # 878 #  #  # 
400706000006030008000029000714000020020000050030000610000270000100090502000803006 # 19 # 04 # 2013 # 02584 # 2013-04-19 # 81 # 2013-04-19-TG-DIAB-02584 # TG # DIAB # Telegraph # Hard # 880 #  #  # 
007600495400307002000000300020010900000000000089070020006000000500108004910006200 # 04 # 04 # 2014 # 02897 # 2014-04-04 # 81 # 2014-04-04-TG-DIAB-02897 # TG # DIAB # Telegraph # Hard # 880 #  #  # 
000102800070000060000050092096000080050309600010000370120060000080000010009704000 # 17 # 05 # 2014 # 02940 # 2014-05-17 # 81 # 2014-05-17-TG-TGH-02940 # TG # TGH # Telegraph # Hard # 880 #  #  # 
000194500000080000085007100070000203600405007401000060004900600000040000000718000 # 05 # 01 # 2018 # 04269 # 2018-01-05 # 81 # 2018-01-05-TG-DIAB-04269 # TG # DIAB # Telegraph # Hard # 880 #  #  # 
000760001001000009070801000006000010820507043010000900000205080400000500700089000 # 23 # 05 # 2020 # 05138 # 2020-05-23 # 81 # 2020-05-23-TG-TGH-05138 # TG # TGH # Telegraph # Hard # 880 #  #  # 
300010009008006100000208035000000020706504903090000000560000000002700500400050006 # 23 # 10 # 2020 # 05291 # 2020-10-23 # 81 # 2020-10-23-TG-DIAB-05291 # TG # DIAB # Telegraph # Hard # 880 #  #  # 
052004700090030000400000010208096000000103000000580002080000001000070040004601920 # 05 # 03 # 2021 # 05424 # 2021-03-05 # 81 # 2021-03-05-TG-DIAB-05424 # TG # DIAB # Telegraph # Hard # 880 #  #  # 
000080000700000005000029400004010860000005010081000200409350000500000072000090000 # 23 # 04 # 2010 # 01648 # 2010-04-23 # 81 # 2010-04-23-TG-DIAB-01648 # TG # DIAB # Telegraph # Medium # 882 #  #  # 
090300010500604007004010000900000023708000105150000008000030500800105006020006080 # 27 # 02 # 2015 # 03226 # 2015-02-27 # 81 # 2015-02-27-TG-DIAB-03226 # TG # DIAB # Telegraph # Hard # 882 #  #  # 
070060020200700000000801900047600190050000040039008650003204000000007004010030080 # 11 # 02 # 2021 # 05402 # 2021-02-11 # 81 # 2021-02-11-TG-TGH-05402 # TG # TGH # Telegraph # Hard # 882 #  #  # 
045000000002700008000890060000000059100060004230000000060041000500008900000000820 # 27 # 10 # 2022 # 05 # 2022-10-27 # 81 # 2022-10-27-SSP--05 # SSP #  # Cracking The Cryptic # Medium # 882 #  #  # FH NS HS LT LCT1
103000400070600000040020080000700845000301000500008003030040060000006090007000504 # 18 # 12 # 2008 # 01227 # 2008-12-18 # 81 # 2008-12-18-TG-TGH-01227 # TG # TGH # Telegraph # Hard # 884 #  #  # 
000000700230090805004010620000006000800203004000000000083060570900040062005000000 # 07 # 01 # 2015 # 03175 # 2015-01-07 # 81 # 2015-01-07-TG-TGH-03175 # TG # TGH # Telegraph # Medium # 884 #  #  # 
690400008000729000050000020408000036000000000270000504080000000000316000500008071 # 30 # 06 # 2017 # 04080 # 2017-06-30 # 81 # 2017-06-30-TG-DIAB-04080 # TG # DIAB # Telegraph # Hard # 884 #  #  # 
090000010000000907200003005006908720008000600005706300000302009502000000030000060 # 14 # 02 # 2020 # 05039 # 2020-02-14 # 81 # 2020-02-14-TG-DIAB-05039 # TG # DIAB # Telegraph # Hard # 884 #  #  # 
000080270012046500000090010030000042000003000750000000070000000008170650061020000 # 29 # 10 # 2021 # 05662 # 2021-10-29 # 81 # 2021-10-29-TG-DIAB-05662 # TG # DIAB # Telegraph # Hard # 884 #  #  # 
020000008600754001000200070000008900250040063009100000030006000100375006500000080 # 29 # 04 # 2017 # 04018 # 2017-04-29 # 81 # 2017-04-29-TG-TGH-04018 # TG # TGH # Telegraph # Hard # 886 #  #  # 
570000090380700000006010804200849000000000000000127005802030400000008019010000050 # 12 # 01 # 2019 # 04641 # 2019-01-12 # 81 # 2019-01-12-TG-TGH-04641 # TG # TGH # Telegraph # Hard # 886 #  #  # 
000000003030020080001600004009080002000070900500030001200000700740010030900000000 # 10 # 04 # 2020 # 05095 # 2020-04-10 # 81 # 2020-04-10-TG-DIAB-05095 # TG # DIAB # Telegraph # Hard # 886 #  #  # 
005000600040600020300070005020006000001000300000400060500030001090002040008000500 # 27 # 10 # 2022 # 015 # 2022-10-27 # 81 # 2022-10-27-SC--015 # SC #  # Sam Cappleman-Lynes # Medium # 886 #  #  # FH NS HS LCT1 LCT2 NT
003007005060050090004020060087000000000000030000000640000263400010090070900500300 # 03 # 06 # 2015 # 03322 # 2015-06-03 # 81 # 2015-06-03-TG-TGH-03322 # TG # TGH # Telegraph # Hard # 888 #  #  # 
000300700800020001309080000060007400002000500007490000000040600200060004008503000 # 01 # 06 # 2018 # 04416 # 2018-06-01 # 81 # 2018-06-01-TG-DIAB-04416 # TG # DIAB # Telegraph # Hard # 888 #  #  # 
070060051000000000003008407000000008007901000200000030502300964000000000610020080 # 16 # 11 # 2018 # 04584 # 2018-11-16 # 81 # 2018-11-16-TG-DIAB-04584 # TG # DIAB # Telegraph # Hard # 888 #  #  # 
045006800360409052000000000030600000002070300000002090000000000510903076006500020 # 11 # 09 # 2015 # 03422 # 2015-09-11 # 81 # 2015-09-11-TG-DIAB-03422 # TG # DIAB # Telegraph # Hard # 890 #  #  # 
070000000000230000053704020500000438400000002301000005020805340000093001000000080 # 23 # 09 # 2016 # 03800 # 2016-09-23 # 81 # 2016-09-23-TG-DIAB-03800 # TG # DIAB # Telegraph # Hard # 890 #  #  # 
009000000100700090400080705000063000054000370000200080700010000510004006000000900 # 24 # 10 # 2008 # 01180 # 2008-10-24 # 81 # 2008-10-24-TG-DIAB-01180 # TG # DIAB # Telegraph # Hard # 892 #  #  # 
040200000000000014000047068400600003890104026300009005570860000120000000000002050 # 09 # 04 # 2009 # 01323 # 2009-04-09 # 81 # 2009-04-09-TG-TGH-01323 # TG # TGH # Telegraph # Hard # 892 #  #  # 
020040030000800400600070005005003100000000006007900300290000008008001000050060070 # 17 # 04 # 2015 # 03275 # 2015-04-17 # 81 # 2015-04-17-TG-DIAB-03275 # TG # DIAB # Telegraph # Hard # 892 #  #  # 
300002000710060003005000090002506800800107006006204500090000700400070061000900005 # 22 # 04 # 2022 # 05837 # 2022-04-22 # 81 # 2022-04-22-TG-DIAB-05837 # TG # DIAB # Telegraph # Hard # 892 #  #  # 
240005619090000000005900000309010008000409000600080503000007900000000020562800047 # 02 # 09 # 2022 # 05970 # 2022-09-02 # 81 # 2022-09-02-TG-DIAB-05970 # TG # DIAB # Telegraph # Hard # 892 #  #  # 
000600734090008010000024000070000005056000120400000390000250000000300040501006000 # 06 # 05 # 2011 # 01972 # 2011-05-06 # 81 # 2011-05-06-TG-DIAB-01972 # TG # DIAB # Telegraph # Hard # 894 #  #  # 
000300012802904000700000940000000004005801600100400000056000001000008009370005000 # 01 # 07 # 2011 # 02020 # 2011-07-01 # 81 # 2011-07-01-TG-DIAB-02020 # TG # DIAB # Telegraph # Hard # 894 #  #  # 
009507200300010000800900005000020810030000090020060300900005001000000008001306700 # 08 # 11 # 2018 # 04576 # 2018-11-08 # 81 # 2018-11-08-TG-TGH-04576 # TG # TGH # Telegraph # Hard # 894 #  #  # 
020009007013006090407200300300010060000000000070020004000000403030000170500800020 # 08 # 09 # 2021 # 05611 # 2021-09-08 # 81 # 2021-09-08-TG-TGH-05611 # TG # TGH # Telegraph # Hard # 894 #  #  # 
010790300000006000009008600070002051800000004090000000005300400000200000006001030 # 12 # 08 # 2011 # 02056 # 2011-08-12 # 81 # 2011-08-12-TG-DIAB-02056 # TG # DIAB # Telegraph # Unfair # 896 #  #  # 
000023080002700900000540000500010026900000004780030005040075000005008300070190000 # 25 # 04 # 2012 # 02276 # 2012-04-25 # 81 # 2012-04-25-TG-TGH-02276 # TG # TGH # Telegraph # Hard # 896 #  #  # 
000000050380000000006500987090040000007091200000080010602007300000000095000000000 # 19 # 02 # 2016 # 03583 # 2016-02-19 # 81 # 2016-02-19-TG-DIAB-03583 # TG # DIAB # Telegraph # Hard # 896 #  #  # 
030700000060000910800000074002007000010000040000305200680000009041000080020006700 # 12 # 09 # 2015 # 03423 # 2015-09-12 # 81 # 2015-09-12-TG-TGH-03423 # TG # TGH # Telegraph # Medium # 898 #  #  # 
004901620007000041000006900000020006000408000300090000002100000840000200091003000 # 04 # 03 # 2017 # 03962 # 2017-03-04 # 81 # 2017-03-04-TG-TGH-03962 # TG # TGH # Telegraph # Hard # 898 #  #  # 
009050700000200000050894000000000059340000070500010006000472030000005000007060900 # 13 # 01 # 2021 # 05373 # 2021-01-13 # 81 # 2021-01-13-TG-TGH-05373 # TG # TGH # Telegraph # Medium # 898 #  #  # 
003000400800067003700009020030908000400000002000206070020500000600790008305000100 # 19 # 10 # 2012 # 02428 # 2012-10-19 # 81 # 2012-10-19-TG-DIAB-02428 # TG # DIAB # Telegraph # Hard # 900 #  #  # 
500800900009040000708000001072609004000080000000501320100000409000050700006004005 # 24 # 06 # 2016 # 03709 # 2016-06-24 # 81 # 2016-06-24-TG-DIAB-03709 # TG # DIAB # Telegraph # Hard # 900 #  #  # 
980000047000601030000978000008000005000713000200000400000160000050804000670000028 # 11 # 02 # 2017 # 03941 # 2017-02-11 # 81 # 2017-02-11-TG-TGH-03941 # TG # TGH # Telegraph # Hard # 900 #  #  # 
030080000069003000001700050105000400690050080004000502010002700000300290000010030 # 28 # 12 # 2018 # 04626 # 2018-12-28 # 81 # 2018-12-28-TG-DIAB-04626 # TG # DIAB # Telegraph # Hard # 900 #  #  # 
010080050030700008800040000000500003900213005200004000000050002600001049020030070 # 06 # 09 # 2019 # 04878 # 2019-09-06 # 81 # 2019-09-06-TG-DIAB-04878 # TG # DIAB # Telegraph # Unfair # 900 #  #  # 
020017000630000009004030500000000400863000795002006000000070800200000061000800040 # 19 # 06 # 2009 # 01384 # 2009-06-19 # 81 # 2009-06-19-TG-DIAB-01384 # TG # DIAB # Telegraph # Hard # 904 #  #  # 
200008070508000000009500200050210009000405000600097051003004700000000805070600003 # 11 # 02 # 2016 # 03575 # 2016-02-11 # 81 # 2016-02-11-TG-TGH-03575 # TG # TGH # Telegraph # Hard # 906 #  #  # 
050734000000000070400005200009360000100000007000057400000600002080000000000572046 # 24 # 04 # 2015 # 03282 # 2015-04-24 # 81 # 2015-04-24-TG-DIAB-03282 # TG # DIAB # Telegraph # Hard # 908 #  #  # 
900000004001407600000000800800000205200060007300900006009700000007108400100000009 # 21 # 08 # 2015 # 03401 # 2015-08-21 # 81 # 2015-08-21-TG-DIAB-03401 # TG # DIAB # Telegraph # Hard # 908 #  #  # 
000028100504000600030000000400080200200907008008160004000000070009000400006350000 # 15 # 09 # 2017 # 04157 # 2017-09-15 # 81 # 2017-09-15-TG-DIAB-04157 # TG # DIAB # Telegraph # Hard # 908 #  #  # 
000806000800030100670009840200600009010000070900003006081300002005060008000400000 # 03 # 09 # 2010 # 01762 # 2010-09-03 # 81 # 2010-09-03-TG-DIAB-01762 # TG # DIAB # Telegraph # Hard # 910 #  #  # 
000587000090040020007200006020000860004000907071000050900002100050090070000103000 # 09 # 08 # 2013 # 02680 # 2013-08-09 # 81 # 2013-08-09-TG-DIAB-02680 # TG # DIAB # Telegraph # Hard # 910 #  #  # 
076010000801009700020040080060200500040000070009007000030070020005300406000050090 # 20 # 06 # 2015 # 03339 # 2015-06-20 # 81 # 2015-06-20-TG-TGH-03339 # TG # TGH # Telegraph # Hard # 910 #  #  # 
580070006000108040900052300030000520000000000017000030004720000000504000700060094 # 02 # 03 # 2016 # 03595 # 2016-03-02 # 81 # 2016-03-02-TG-TGH-03595 # TG # TGH # Telegraph # Hard # 910 #  #  # 
006480000807200004000000080071000005000105068500000910050000000600004307000098100 # 30 # 06 # 2018 # 04445 # 2018-06-30 # 81 # 2018-06-30-TG-TGH-04445 # TG # TGH # Telegraph # Hard # 910 #  #  # 
600000400030005080007040900082050000703090006000080120005060200090700030008000004 # 09 # 09 # 2020 # 05247 # 2020-09-09 # 81 # 2020-09-09-TG-TGH-05247 # TG # TGH # Telegraph # Hard # 910 #  #  # 
590070060006001008000040900050080034000306000170020050007010000900700600020060041 # 22 # 09 # 2011 # 02091 # 2011-09-22 # 81 # 2011-09-22-TG-TGH-02091 # TG # TGH # Telegraph # Hard # 912 #  #  # 
670500009010000000023004000000090000046002810000060000008100630000000090100003050 # 15 # 09 # 2016 # 03792 # 2016-09-15 # 81 # 2016-09-15-TG-TGH-03792 # TG # TGH # Telegraph # Medium # 912 #  #  # 
702080000000000000013005290026090080300804009070050310069500170000000000000020906 # 05 # 07 # 2019 # 04815 # 2019-07-05 # 81 # 2019-07-05-TG-DIAB-04815 # TG # DIAB # Telegraph # Hard # 912 #  #  # 
000000030100700000530020090001350000004608907000004800010090026000507001060000000 # 12 # 08 # 2017 # 04123 # 2017-08-12 # 81 # 2017-08-12-TG-TGH-04123 # TG # TGH # Telegraph # Medium # 914 #  #  # 
805000003040007090000600020000076030037020180060930000050009000010500070200000409 # 13 # 03 # 2014 # 02875 # 2014-03-13 # 81 # 2014-03-13-TG-TGH-02875 # TG # TGH # Telegraph # Hard # 916 #  #  # 
300050009000806070090200800620000005001080900800000067005008030030509000100070002 # 02 # 08 # 2014 # 03017 # 2014-08-02 # 81 # 2014-08-02-TG-TGH-03017 # TG # TGH # Telegraph # Medium # 916 #  #  # 
000007004307008200050010080409030006000040000700080409080050040003800602200600000 # 16 # 08 # 2018 # 04492 # 2018-08-16 # 81 # 2018-08-16-TG-TGH-04492 # TG # TGH # Telegraph # Medium # 916 #  #  # 
900030000201800400067005000000019003004000700700450000000100250009004801000070094 # 29 # 01 # 2020 # 05023 # 2020-01-29 # 81 # 2020-01-29-TG-TGH-05023 # TG # TGH # Telegraph # Hard # 916 #  #  # 
035000070900004000140050096003091000000000000000680200350010069000800003098000420 # 05 # 05 # 2021 # 05485 # 2021-05-05 # 81 # 2021-05-05-TG-TGH-05485 # TG # TGH # Telegraph # Hard # 916 #  #  # 
090000060002090100000000705000500400900104007005007000301000500007000600020010043 # 23 # 10 # 2015 # 03464 # 2015-10-23 # 81 # 2015-10-23-TG-DIAB-03464 # TG # DIAB # Telegraph # Hard # 918 #  #  # 
080004000200001006000000420001803500070000060000500300096000005500620008000700030 # 23 # 09 # 2017 # 04165 # 2017-09-23 # 81 # 2017-09-23-TG-TGH-04165 # TG # TGH # Telegraph # Hard # 918 #  #  # 
900050008006004790047000200000605070000000000030409000000010830085700100400000000 # 01 # 09 # 2018 # 04508 # 2018-09-01 # 81 # 2018-09-01-TG-TGH-04508 # TG # TGH # Telegraph # Medium # 918 #  #  # 
003100470200000000018070000001020900090508000006040300007030620000000001024009500 # 15 # 02 # 2013 # 02530 # 2013-02-15 # 81 # 2013-02-15-TG-DIAB-02530 # TG # DIAB # Telegraph # Hard # 920 #  #  # 
000003015000000400070649800020080900010000060003070040002917050004000000950200000 # 13 # 03 # 2013 # 02552 # 2013-03-13 # 81 # 2013-03-13-TG-TGH-02552 # TG # TGH # Telegraph # Hard # 920 #  #  # 
003010000140000000800004009260050100080009040001070082500200004020000038000060200 # 05 # 12 # 2014 # 03142 # 2014-12-05 # 81 # 2014-12-05-TG-DIAB-03142 # TG # DIAB # Telegraph # Hard # 920 #  #  # 
000000200896400001400100093000009300010708050004000000260005008500003920001000000 # 08 # 02 # 2017 # 03938 # 2017-02-08 # 81 # 2017-02-08-TG-TGH-03938 # TG # TGH # Telegraph # Hard # 920 #  #  # 
120000006030007058007080000000005009000721000700600000000030900480500610900000045 # 04 # 10 # 2019 # 04906 # 2019-10-04 # 81 # 2019-10-04-TG-DIAB-04906 # TG # DIAB # Telegraph # Unfair # 920 #  #  # 
000000010015003080007900300600020000900135008000090050003001600000400020070000000 # 05 # 08 # 2022 # 05942 # 2022-08-05 # 81 # 2022-08-05-TG-DIAB-05942 # TG # DIAB # Telegraph # Hard # 922 #  #  # 
000053000603000501450000006001090002020040080700030600200000064105000208000180000 # 15 # 06 # 2012 # 02320 # 2012-06-15 # 81 # 2012-06-15-TG-DIAB-02320 # TG # DIAB # Telegraph # Hard # 926 #  #  # 
800200005900087000623090800002000000470000036000000100009070368000040009500008001 # 22 # 06 # 2012 # 02326 # 2012-06-22 # 81 # 2012-06-22-TG-DIAB-02326 # TG # DIAB # Telegraph # Hard # 926 #  #  # 
000090000006703890050002300079000650000020000024000130005100080041206500000070000 # 21 # 12 # 2012 # 02482 # 2012-12-21 # 81 # 2012-12-21-TG-DIAB-02482 # TG # DIAB # Telegraph # Hard # 926 #  #  # 
010243000009080700300000008970420000000601000000057024800000001003000400000732080 # 22 # 12 # 2017 # 04255 # 2017-12-22 # 81 # 2017-12-22-TG-DIAB-04255 # TG # DIAB # Telegraph # Hard # 926 #  #  # 
008000006700604300200800905000000100020753060005000000502007001007902003100000600 # 16 # 07 # 2021 # 05557 # 2021-07-16 # 81 # 2021-07-16-TG-DIAB-05557 # TG # DIAB # Telegraph # Unfair # 926 #  #  # 
000000041000408005008090070010230000790000012000014050020060180800105000430000000 # 14 # 09 # 2022 # 05982 # 2022-09-14 # 81 # 2022-09-14-TG-TGH-05982 # TG # TGH # Telegraph # Hard # 926 #  #  # 
008700100005040300000001009074000080000892000030000020906400000003010800000007600 # 05 # 12 # 2020 # 05334 # 2020-12-05 # 81 # 2020-12-05-TG-TGH-05334 # TG # TGH # Telegraph # Hard # 928 #  #  # 
000060090100025000000703002070040960004000200063010070500204000000130009098000000 # 20 # 03 # 2009 # 01317 # 2009-03-20 # 81 # 2009-03-20-TG-DIAB-01317 # TG # DIAB # Telegraph # Unfair # 930 #  #  # 
008400000000000000029703010070500940900070008046209030010308260000000000000001400 # 25 # 07 # 2019 # 04835 # 2019-07-25 # 81 # 2019-07-25-TG-TGH-04835 # TG # TGH # Telegraph # Medium # 930 #  #  # 
007020406020503010000100000002000000600900008000000300000007000000300065109060807 # 06 # 06 # 2008 # 01060 # 2008-06-06 # 81 # 2008-06-06-TG-DIAB-01060 # TG # DIAB # Telegraph # Hard # 932 #  #  # 
000000000019200400800060000640000100030605000002000093020030005000007340000000017 # 01 # 08 # 2008 # 01108 # 2008-08-01 # 81 # 2008-08-01-TG-DIAB-01108 # TG # DIAB # Telegraph # Hard # 932 #  #  # 
500000001790008020008009300000607530300000008084302000006900100050700083200000005 # 13 # 06 # 2013 # 02631 # 2013-06-13 # 81 # 2013-06-13-TG-TGH-02631 # TG # TGH # Telegraph # Hard # 932 #  #  # 
005030800006200100280000064600890000800000006000056001130000042002003900008010700 # 01 # 08 # 2014 # 03016 # 2014-08-01 # 81 # 2014-08-01-TG-DIAB-03016 # TG # DIAB # Telegraph # Hard # 932 #  #  # 
700080060006010900010507000020700490009000500045001020000406010003020700060030002 # 17 # 11 # 2016 # 03855 # 2016-11-17 # 81 # 2016-11-17-TG-TGH-03855 # TG # TGH # Telegraph # Hard # 932 #  #  # 
000000508004062000006190030705000001000020000200000609091006700000530100402000000 # 26 # 08 # 2011 # 02068 # 2011-08-26 # 81 # 2011-08-26-TG-DIAB-02068 # TG # DIAB # Telegraph # Hard # 934 #  #  # 
900208006004000300700000200200060900060080020008050001009000005002900600500801000 # 20 # 08 # 2015 # 03400 # 2015-08-20 # 81 # 2015-08-20-TG-TGH-03400 # TG # TGH # Telegraph # Hard # 934 #  #  # 
570000038000900024000010500000702060005000400090108000007080000200004000480000052 # 30 # 10 # 2019 # 04932 # 2019-10-30 # 81 # 2019-10-30-TG-TGH-04932 # TG # TGH # Telegraph # Hard # 934 #  #  # 
090000070002060001710908000501000007000654000600000309000502046200080700070000080 # 19 # 12 # 2008 # 01228 # 2008-12-19 # 81 # 2008-12-19-TG-DIAB-01228 # TG # DIAB # Telegraph # Hard # 936 #  #  # 
000208000050000290401000800000169000010704050000583000806000103045000020000607000 # 13 # 03 # 2009 # 01310 # 2009-03-13 # 81 # 2009-03-13-TG-DIAB-01310 # TG # DIAB # Telegraph # Unfair # 936 #  #  # 
400001000500090000310006500004100900903050204001002300007400032000030007000700008 # 25 # 10 # 2014 # 03101 # 2014-10-25 # 81 # 2014-10-25-TG-TGH-03101 # TG # TGH # Telegraph # Hard # 936 #  #  # 
005020009000407000309000006073005090000060000010800200100000802000608000500030600 # 16 # 11 # 2012 # 02452 # 2012-11-16 # 81 # 2012-11-16-TG-DIAB-02452 # TG # DIAB # Telegraph # Unfair # 938 #  #  # 
000249000700000008020000090000020906006801700904050003040000030500000007000380000 # 29 # 09 # 2017 # 04171 # 2017-09-29 # 81 # 2017-09-29-TG-DIAB-04171 # TG # DIAB # Telegraph # Hard # 938 #  #  # 
000030200709000003000120080200000009960000028400000005070018900800040502002060000 # 14 # 12 # 2012 # 02476 # 2012-12-14 # 81 # 2012-12-14-TG-DIAB-02476 # TG # DIAB # Telegraph # Hard # 940 #  #  # 
009200040000387000000000000305000024102000507970000801000000000000472000024905100 # 05 # 08 # 2020 # 05212 # 2020-08-05 # 81 # 2020-08-05-TG-TGH-05212 # TG # TGH # Telegraph # Hard # 940 #  #  # 
070000240000309000102400300400203000027000930000605004001004603000502000085000070 # 29 # 09 # 2011 # 02097 # 2011-09-29 # 81 # 2011-09-29-TG-TGH-02097 # TG # TGH # Telegraph # Hard # 942 #  #  # 
000009000430800029009050100006570000054000200000001300002030500960000081000400000 # 17 # 08 # 2012 # 02374 # 2012-08-17 # 81 # 2012-08-17-TG-DIAB-02374 # TG # DIAB # Telegraph # Hard # 944 #  #  # 
000052097001000050000031400000000506020000000604000700008210000030600900490870000 # 15 # 11 # 2013 # 02764 # 2013-11-15 # 81 # 2013-11-15-TG-DIAB-02764 # TG # DIAB # Telegraph # Unfair # 944 #  #  # 
000000567070060020000400000000806003005000700300501004000002000091030075427000000 # 07 # 02 # 2014 # 02841 # 2014-02-07 # 81 # 2014-02-07-TG-DIAB-02841 # TG # DIAB # Telegraph # Hard # 944 #  #  # 
040002510000080030900050007008030090000905040020000700700040008060090000003100020 # 07 # 06 # 2019 # 04787 # 2019-06-07 # 81 # 2019-06-07-TG-DIAB-04787 # TG # DIAB # Telegraph # Hard # 944 #  #  # 
069240350300000080000000600000030070700405003050060000005010000020000005034057890 # 06 # 11 # 2015 # 03478 # 2015-11-06 # 81 # 2015-11-06-TG-DIAB-03478 # TG # DIAB # Telegraph # Unfair # 946 #  #  # 
002008006436000190100000000004020000010697020000030700000000007063000214900400800 # 23 # 08 # 2019 # 04864 # 2019-08-23 # 81 # 2019-08-23-TG-DIAB-04864 # TG # DIAB # Telegraph # Hard # 946 #  #  # 
000700250700000400400300008007960000300401002009083700800002009001000004064008000 # 02 # 04 # 2020 # 05087 # 2020-04-02 # 81 # 2020-04-02-TG-TGH-05087 # TG # TGH # Telegraph # Hard # 946 #  #  # 
740009010100800007050001000500300100200050003009008005000900080300007002020600049 # 24 # 12 # 2021 # 05718 # 2021-12-24 # 81 # 2021-12-24-TG-DIAB-05718 # TG # DIAB # Telegraph # Hard # 946 #  #  # 
000080000005603900084000270030100050500030002060005010019000560008402700000060000 # 27 # 10 # 2022 # 02 # 2022-10-27 # 81 # 2022-10-27-SSP--02 # SSP #  # Cracking The Cryptic # Unfair # 946 #  #  # FH NS HS LCT1 LCT2 NP NT HR XYC
000080530067050002400000000700803000030000020500409001000000009600090050043070000 # 09 # 09 # 2011 # 02080 # 2011-09-09 # 81 # 2011-09-09-TG-DIAB-02080 # TG # DIAB # Telegraph # Unfair # 948 #  #  # 
800003001007401900000000020000000010610309005070000000060000700003905600000804003 # 27 # 05 # 2022 # 05872 # 2022-05-27 # 81 # 2022-05-27-TG-DIAB-05872 # TG # DIAB # Telegraph # Hard # 948 #  #  # 
000053000005070490900800063040030000370000085000010070250000007094060000000590000 # 30 # 07 # 2009 # 01419 # 2009-07-30 # 81 # 2009-07-30-TG-TGH-01419 # TG # TGH # Telegraph # Hard # 950 #  #  # 
273000009006000002500300000090236000000050000000917040000508006400000900700000415 # 22 # 07 # 2016 # 03737 # 2016-07-22 # 81 # 2016-07-22-TG-DIAB-03737 # TG # DIAB # Telegraph # Hard # 950 #  #  # 
250000001009070030000206850000005000040817020000900000003104000060050300800000064 # 24 # 02 # 2017 # 03954 # 2017-02-24 # 81 # 2017-02-24-TG-DIAB-03954 # TG # DIAB # Telegraph # Hard # 950 #  #  # 
001507800500020000060100057000010000924000531000040000230001090000080003008309400 # 23 # 12 # 2010 # 01857 # 2010-12-23 # 81 # 2010-12-23-TG-TGH-01857 # TG # TGH # Telegraph # Medium # 952 #  #  # 
000030000040200510205480003034000690000000000021000850100063204052004030000090000 # 03 # 06 # 2016 # 03688 # 2016-06-03 # 81 # 2016-06-03-TG-DIAB-03688 # TG # DIAB # Telegraph # Hard # 952 #  #  # 
